,newid,PrimeDiv,StdtLevel,sex,hispanic,Nativeam,Asian,black,NHPacific,white,nralien,nr
1502,2490,LA,6,F,Y,N,N,N,N,Y,N,N
1503,2491,BU,6,M,N,N,N,N,N,Y,N,N
1504,2492,LA,6,M,N,N,N,N,N,Y,N,N
1505,2493,LA,6,M,N,N,N,N,N,Y,N,N
1506,2494,GA,6,F,Y,N,N,N,N,Y,N,N
1507,2495,LA,6,M,N,N,Y,N,N,N,N,N
1508,2496,LA,6,F,N,N,N,N,N,Y,N,N
1510,2498,LA,6,F,N,N,N,Y,N,N,N,N
1512,2500,LA,6,F,N,N,N,N,N,Y,N,N
1513,2501,BU,6,F,N,N,Y,N,N,N,N,N
1514,2502,LA,6,F,N,N,Y,N,N,N,N,N
1515,2503,LA,6,F,N,N,Y,N,N,N,N,N
1516,2504,AR,6,M,N,N,N,N,N,Y,N,N
1517,2505,LA,6,F,N,N,N,Y,N,N,N,N
1518,2506,SI,6,M,N,N,Y,N,N,N,N,N
1519,2507,LA,6,F,N,N,N,N,N,Y,N,N
1520,2508,LA,6,F,N,N,N,N,N,Y,N,N
1521,2509,LA,6,M,N,N,N,N,N,Y,N,N
1522,2510,EN,6,F,N,N,N,N,N,Y,N,N
1523,2511,EN,6,M,N,N,N,N,N,Y,N,N
1524,2512,LA,6,M,N,N,Y,N,N,N,N,N
1525,2513,LA,6,M,N,N,N,N,N,Y,N,N
1526,2514,LA,6,M,N,N,Y,N,N,N,N,N
1527,2515,EN,6,M,N,N,N,N,N,Y,N,N
1528,2516,LA,6,F,N,N,Y,N,N,N,N,N
1529,2517,LA,6,M,N,N,N,N,N,Y,N,N
1530,2518,BU,6,M,N,N,N,N,N,Y,N,N
1531,2519,LA,6,F,N,N,N,Y,N,N,N,N
1532,2520,AR,6,M,N,N,N,N,N,Y,N,N
1533,2521,LA,6,M,N,N,N,N,N,Y,N,N
1534,2522,EN,6,M,N,N,N,N,N,Y,N,N
1535,2523,LA,6,M,N,N,N,N,N,Y,N,N
1536,2524,LA,6,F,Y,N,N,N,N,Y,N,N
1537,2525,LA,6,M,N,N,N,Y,N,N,N,N
1538,2526,LA,6,M,N,N,Y,N,N,N,N,N
1539,2528,LA,6,M,N,N,N,N,N,Y,N,N
1540,2529,LA,6,M,N,N,Y,N,N,N,N,N
1541,2530,LA,6,F,N,N,Y,N,N,N,N,N
1542,2531,EN,6,M,N,N,N,N,N,Y,N,N
1544,2533,LA,6,M,N,N,N,N,N,Y,N,N
1545,2534,SI,6,M,N,N,N,N,N,Y,N,N
1546,2535,LA,6,M,N,N,Y,N,N,N,N,N
1547,2536,LA,6,M,N,N,Y,N,N,N,N,N
1548,2537,EN,6,M,N,N,N,N,N,Y,N,N
1549,2538,LA,6,M,N,N,N,Y,N,N,N,N
1550,2539,EN,6,M,N,N,N,N,N,Y,N,N
1551,2540,LA,6,M,N,N,N,N,N,Y,N,N
1552,2541,EN,6,M,N,N,N,N,N,Y,N,N
1553,2542,LA,6,F,N,N,N,N,N,Y,N,N
1554,2543,LA,6,M,N,N,N,N,N,Y,N,N
1555,2544,LA,6,F,N,N,N,N,N,Y,N,N
1556,2545,LA,4,F,N,N,N,Y,N,N,N,N
1557,2546,LA,6,M,N,N,N,N,N,N,N,Y
1558,2547,LA,6,F,N,N,N,N,N,Y,N,N
1559,2548,FA,6,F,N,N,N,N,N,Y,N,N
1560,2549,BU,6,M,N,N,N,N,N,Y,N,N
1561,2550,LA,6,F,N,N,N,N,N,Y,N,N
1562,2551,LA,6,M,N,N,N,N,N,N,N,Y
1563,2552,LA,6,M,N,N,Y,N,N,N,N,N
1564,2553,LA,6,F,N,N,N,N,N,Y,N,N
1565,2554,LA,6,F,N,N,N,N,N,Y,N,N
1566,2555,LA,6,M,N,N,Y,N,N,N,N,N
1567,2556,LA,6,M,N,N,N,N,N,Y,N,N
1568,2557,LA,6,F,N,N,N,N,N,Y,N,N
1569,2558,LA,6,F,N,N,N,Y,N,N,N,N
1570,2559,EN,6,M,N,N,Y,N,N,N,N,N
1571,2560,LA,6,M,N,N,N,Y,N,N,N,N
1572,2561,LA,6,M,Y,N,N,N,N,N,N,N
1573,2562,EN,6,M,N,N,N,N,N,Y,N,N
1574,2563,LA,6,F,N,N,N,N,N,Y,N,N
1575,2564,LA,6,M,N,N,N,N,N,Y,N,N
1576,2565,EN,6,M,N,N,N,N,N,Y,N,N
1577,2566,SI,6,M,N,N,N,N,N,Y,N,N
1578,2567,EN,6,M,N,N,N,N,N,Y,N,N
1579,2568,LA,6,M,N,N,N,N,N,Y,N,N
1580,2569,BU,6,F,N,N,N,N,N,Y,N,N
1581,2570,BU,6,M,N,N,Y,N,N,Y,N,N
1582,2571,EN,6,M,N,N,Y,N,N,N,N,N
1583,2572,LA,6,F,N,N,N,N,N,Y,N,N
1584,2573,SI,0,F,N,N,N,N,N,N,N,Y
1585,2574,LA,6,M,N,N,N,N,N,Y,N,N
1586,2575,EN,6,M,N,N,Y,N,N,N,N,N
1587,2576,BU,6,M,N,N,N,N,N,Y,N,N
1588,2577,EN,6,M,N,N,N,N,N,Y,N,N
1589,2578,LA,6,F,N,N,N,N,N,Y,N,N
1591,2580,LA,6,F,N,N,N,N,N,Y,N,N
1592,2581,LA,6,F,N,N,N,N,N,Y,N,N
1593,2582,BU,6,M,N,N,N,N,N,Y,N,N
1594,2583,EN,6,M,N,N,N,N,N,Y,N,N
1595,2584,EN,6,M,N,N,Y,N,N,N,N,N
1596,2585,FA,6,F,N,N,N,Y,N,N,N,N
1597,2586,BU,6,M,N,N,Y,N,N,Y,N,N
1598,2587,EN,6,M,N,N,N,N,N,Y,N,N
1599,2588,LA,6,M,N,Y,N,N,N,Y,N,N
1600,2589,LA,6,F,N,N,N,N,N,Y,N,N
1601,2590,EN,6,M,N,N,N,N,N,Y,N,N
1602,2591,EN,6,M,N,N,N,N,N,Y,N,N
1604,2593,BU,6,M,N,N,N,N,N,Y,N,N
1605,2594,LA,6,M,N,N,N,N,N,Y,N,N
1606,2595,LA,6,F,N,N,N,N,N,Y,N,N
1607,2596,EN,6,F,N,N,N,N,N,Y,N,N
1608,2597,BU,6,M,N,N,N,N,N,Y,N,N
1609,2598,LA,6,M,N,N,N,N,N,Y,N,N
1610,2599,LA,6,F,N,N,N,N,N,Y,N,N
1612,2601,LA,6,M,N,N,N,N,N,Y,N,N
1613,2602,LA,6,F,Y,N,N,N,N,N,N,N
1614,2603,LA,6,F,N,N,N,N,N,Y,N,N
1615,2604,LA,6,F,N,N,Y,N,N,N,N,N
1616,2605,LA,6,F,N,N,N,N,N,N,Y,N
1617,2606,AR,6,F,N,N,N,N,N,Y,N,N
1618,2607,LA,6,M,N,N,Y,N,N,N,N,N
1619,2608,SI,6,M,N,N,Y,N,N,N,N,N
1620,2609,EN,6,M,N,N,Y,N,N,N,N,N
1621,2610,EN,6,M,N,N,N,Y,N,N,N,N
1622,2611,LA,6,F,N,N,Y,N,N,N,N,N
1623,2612,BU,6,M,N,N,N,N,N,Y,N,N
1624,2613,LA,6,F,N,N,N,N,N,Y,N,N
1625,2614,EN,6,F,N,N,N,N,N,Y,N,N
1626,2615,LA,6,M,N,N,N,N,N,N,N,Y
1627,2616,LA,6,F,Y,N,N,N,N,Y,N,N
1628,2617,EN,6,M,N,N,N,N,N,Y,N,N
1629,2618,FA,6,F,N,N,N,N,N,Y,N,N
1630,2619,BU,6,M,N,N,N,N,N,Y,N,N
1631,2620,LA,6,F,N,N,N,N,N,Y,N,N
1632,2621,LA,6,F,Y,N,Y,Y,N,Y,N,N
1633,2622,EN,6,F,N,N,Y,N,N,N,N,N
1634,2623,LA,6,M,N,N,Y,N,N,N,N,N
1635,2624,LA,6,F,N,N,N,N,N,Y,N,N
1636,2625,EN,6,M,N,N,Y,N,N,N,N,N
1637,2626,BU,6,M,N,N,N,N,N,Y,N,N
1638,2627,LA,6,M,N,N,N,N,N,Y,N,N
1639,2628,LA,6,M,N,N,N,N,N,Y,N,N
1640,2629,LA,6,M,N,N,N,N,N,N,N,Y
1641,2630,FA,6,M,N,N,N,N,N,Y,N,N
1642,2631,EN,6,M,N,N,N,N,N,Y,N,N
1643,2632,LA,6,M,N,N,N,N,N,Y,N,N
1644,2633,LA,6,M,N,N,N,N,N,N,N,Y
1645,2634,LW,1,F,N,N,Y,N,N,N,N,N
1646,2635,GR,0,M,N,N,Y,N,N,N,N,N
1647,2636,BU,6,M,N,N,N,N,N,Y,N,N
1648,2637,LA,6,M,N,N,Y,N,N,N,N,N
1649,2638,EN,6,M,N,N,Y,N,N,N,N,N
1651,2640,LA,6,M,N,N,Y,N,N,N,N,N
1652,2641,LA,6,M,N,N,Y,N,N,N,N,N
1653,2642,FA,6,F,N,N,Y,N,N,N,N,N
1654,2643,BU,6,M,N,N,Y,N,N,N,N,N
1655,2644,EN,6,F,N,N,N,N,N,N,Y,N
1656,2645,LA,6,M,N,N,N,N,N,Y,N,N
1657,2646,LA,6,M,N,N,N,N,N,Y,N,N
1658,2647,LA,6,M,N,N,Y,N,N,N,N,N
1659,2648,EN,6,M,N,N,N,N,N,Y,N,N
1660,2649,LA,6,M,N,N,N,Y,N,N,N,N
1661,2650,GB,0,M,N,N,N,N,N,Y,N,N
1662,2651,EN,6,F,N,N,N,N,N,N,Y,N
1663,2652,BU,6,F,N,N,N,N,N,Y,N,N
1664,2653,AR,6,F,N,N,N,N,N,Y,N,N
1665,2654,LA,6,F,N,N,N,N,N,Y,N,N
1666,2655,BU,6,F,N,N,N,Y,N,N,N,N
1667,2656,LA,6,F,N,N,Y,N,N,N,N,N
1668,2657,FA,6,M,N,N,N,N,N,Y,N,N
1669,2658,EN,6,F,N,N,Y,N,N,N,N,N
1670,2659,LA,6,F,N,N,Y,N,N,N,N,N
1671,2660,EN,6,F,N,N,N,N,N,Y,N,N
1672,2661,BU,6,M,N,N,N,Y,N,N,N,N
1673,2662,EN,6,M,N,N,N,N,N,Y,N,N
1675,2664,FA,6,F,N,N,N,N,N,Y,N,N
1676,2665,GB,0,M,Y,N,Y,N,N,N,N,N
1677,2666,LA,6,F,N,N,N,N,N,N,Y,N
1678,2667,EN,6,M,N,N,N,N,N,Y,N,N
1679,2668,LA,6,M,N,N,Y,N,N,Y,N,N
1680,2669,LA,6,M,N,N,N,N,N,N,N,Y
1681,2670,LA,6,F,N,N,N,Y,N,N,N,N
1682,2671,LA,6,M,Y,N,N,N,N,N,N,N
1684,2673,LA,6,M,N,N,N,N,N,N,Y,N
1685,2674,BU,6,F,N,N,N,Y,N,N,N,N
1686,2675,LA,6,F,N,N,N,Y,N,N,N,N
1687,2676,LA,6,M,N,N,N,N,N,Y,N,N
1688,2677,LA,6,F,N,N,N,Y,N,N,N,N
1689,2678,BU,6,F,N,N,N,N,N,N,Y,N
1690,2679,LA,6,F,N,N,N,N,N,N,N,Y
1691,2680,LA,6,F,N,N,N,N,N,N,Y,N
1692,2681,FA,6,F,N,N,N,N,N,N,Y,N
1693,2682,LA,6,M,N,N,N,N,N,Y,N,N
1694,2683,EN,6,M,N,N,N,N,N,Y,N,N
1695,2684,LA,6,F,N,N,N,N,N,Y,N,N
1696,2685,FA,6,F,N,N,N,N,N,Y,N,N
1697,2686,LA,6,M,N,N,N,N,N,Y,N,N
1698,2687,LA,6,F,N,N,N,Y,N,N,N,N
1699,2688,LA,6,F,N,N,N,N,N,Y,N,N
1700,2689,EN,6,M,N,N,N,N,N,Y,N,N
1701,2690,LA,6,F,N,N,N,N,N,Y,N,N
1702,2691,LA,6,F,N,N,N,N,N,Y,N,N
1703,2692,LA,6,M,N,N,N,N,N,N,Y,N
1704,2693,BU,6,M,N,N,N,Y,N,N,N,N
1705,2694,EN,6,F,N,N,N,N,N,Y,N,N
1706,2695,EN,6,F,N,N,N,N,N,N,N,Y
1707,2696,LA,6,M,N,N,N,N,N,Y,N,N
1708,2697,BU,6,M,N,N,N,N,N,Y,N,N
1709,2698,LA,6,F,N,N,N,N,N,Y,N,N
1710,2699,LA,6,M,N,N,N,N,N,Y,N,N
1711,2700,LA,6,F,N,N,Y,N,N,N,N,N
1712,2701,AR,6,M,N,N,N,N,N,Y,N,N
1713,2702,BU,6,F,N,N,Y,N,N,N,N,N
1714,2703,LA,6,F,N,N,N,Y,N,N,N,N
1715,2704,LA,6,M,Y,N,N,N,N,Y,N,N
1716,2705,LA,6,F,N,N,N,N,N,Y,N,N
1717,2706,LA,6,M,N,N,Y,N,N,N,N,N
1718,2707,LA,6,M,Y,N,N,N,N,Y,N,N
1719,2708,LA,6,M,N,N,N,N,N,Y,N,N
1720,2709,EN,6,M,N,N,N,N,N,N,Y,N
1721,2710,EN,6,F,N,N,N,Y,N,N,N,N
1722,2711,LA,6,F,N,N,N,Y,N,N,N,N
1723,2712,LA,6,F,N,N,Y,N,N,N,N,N
1724,2713,EN,6,M,Y,N,N,N,N,Y,N,N
1725,2714,LA,6,M,N,N,,N,Y,Y,N,N
1727,2716,BU,6,F,N,N,Y,N,N,N,N,N
1728,2717,LA,6,F,N,N,Y,N,N,N,N,N
1729,2718,LA,6,F,N,N,N,Y,N,N,N,N
1730,2719,LA,6,F,N,N,N,N,N,N,Y,N
1731,2720,LA,6,M,N,N,N,N,N,Y,N,N
1732,2721,LA,6,F,N,N,N,N,N,Y,N,N
1733,2722,LA,6,M,N,N,N,N,N,Y,N,N
1734,2723,BU,6,M,N,N,N,N,N,Y,N,N
1735,2724,BU,6,F,N,N,N,N,N,Y,N,N
1736,2725,BU,6,M,N,N,N,N,N,Y,N,N
1737,2726,LA,6,M,N,N,Y,N,N,N,N,N
1738,2727,EN,6,M,N,N,N,N,N,Y,N,N
1739,2728,EN,6,M,N,N,Y,N,N,N,N,N
1740,2729,LA,6,F,N,N,N,N,N,Y,N,N
1741,2730,SI,1,M,Y,N,N,N,N,Y,N,N
1742,2731,LA,6,M,N,N,N,N,N,N,Y,N
1743,2732,SI,6,M,N,N,N,N,N,N,N,Y
1744,2733,BU,6,M,N,N,N,N,N,Y,N,N
1745,2734,LA,0,M,N,N,N,N,N,Y,N,N
1746,2735,BU,6,M,N,N,Y,N,N,N,N,N
1747,2736,LW,1,F,Y,N,N,N,N,N,N,N
1748,2737,BU,6,F,N,N,N,Y,N,N,N,N
1749,2738,BU,6,M,N,N,N,N,N,N,Y,N
1750,2739,LA,6,M,N,N,N,N,N,Y,N,N
1751,2740,LA,6,F,N,N,N,N,N,Y,N,N
1752,2741,LA,4,M,N,N,N,N,N,Y,N,N
1753,2742,LA,6,F,N,N,N,N,N,Y,N,N
1754,2743,SI,1,M,N,N,N,N,N,Y,N,N
1755,2747,GR,5,F,,,Y,,,,Y,
1756,2749,GR,5,F,N,N,N,N,N,N,N,Y
1757,2751,GR,5,M,,,,,,,Y,Y
1758,2752,GR,5,M,N,N,Y,N,N,N,Y,N
1759,2753,GB,0,F,,,,,,Y,Y,
1760,2754,GR,5,M,,,Y,,,,Y,
1761,2757,GR,5,F,N,N,Y,N,N,N,Y,N
1762,2760,GR,5,M,N,N,Y,N,N,N,Y,N
1763,2761,GB,5,M,,,Y,,,,Y,
1764,2762,GR,5,F,,,Y,,,,Y,
1765,2763,GR,5,F,,,Y,,,,Y,
1766,2804,GR,6,M,,,,,,,Y,Y
1767,2805,GR,5,M,,,,,,,Y,Y
1768,2806,GR,5,M,N,N,N,N,N,Y,N,N
1769,2807,GR,5,F,N,N,Y,N,N,N,Y,N
1770,2808,GR,4,F,,,,,,,Y,
1771,2810,LA,6,M,N,N,N,N,N,Y,N,N
1772,2811,GR,5,M,N,N,N,N,N,Y,Y,N
1773,2812,GR,5,M,N,N,N,N,N,Y,N,N
1774,2814,GR,5,F,,,Y,,,,Y,
1775,2815,GR,5,M,N,Y,N,N,N,N,N,N
1776,2817,GB,6,F,,,Y,,,,Y,
1777,2820,GR,6,F,,,,,,,Y,Y
1778,2821,GR,5,M,,,Y,,,,Y,
1779,2822,LA,6,F,N,N,N,N,N,Y,N,N
1780,2823,GR,5,M,,,,,,,Y,Y
1781,2824,GB,3,F,N,N,N,N,N,N,Y,N
1782,2825,LA,6,F,N,N,N,N,N,N,N,Y
1783,2826,LA,6,F,N,N,Y,N,N,N,N,N
1784,2827,BU,6,F,N,N,N,Y,N,N,N,N
1785,2828,GR,0,M,N,N,Y,N,N,N,,N
1786,2829,LA,6,F,N,N,N,N,N,Y,N,N
1787,2830,LA,6,F,N,N,Y,N,N,N,N,N
1788,2831,LA,6,F,N,N,N,N,N,Y,N,N
1789,2832,LA,6,M,N,N,N,N,N,Y,N,N
1790,2833,LA,6,M,N,N,N,N,N,Y,N,N
1791,2834,LA,6,F,N,N,N,N,N,Y,N,N
1792,2835,FA,6,F,N,N,N,N,N,Y,N,N
1793,2836,LA,6,F,N,N,N,N,N,N,N,Y
1794,2837,LA,6,F,N,Y,N,N,N,Y,N,N
1795,2838,EN,6,F,N,N,N,N,N,N,N,Y
1796,2839,EN,6,M,N,N,N,Y,N,N,N,N
1797,2840,LA,6,F,N,N,N,N,N,Y,N,N
1798,2841,LA,6,F,N,N,N,N,N,Y,N,N
1799,2842,LA,6,F,N,N,N,N,N,Y,N,N
1800,2843,LA,6,F,N,N,N,N,N,Y,N,N
1801,2844,EN,6,F,N,N,N,N,N,Y,N,N
1802,2845,LA,6,M,N,N,N,Y,N,N,N,N
1803,2846,LA,6,F,N,N,N,N,N,Y,N,N
1804,2847,LA,6,F,N,N,N,N,N,Y,N,N
1805,2848,LA,6,M,N,N,N,N,N,Y,N,N
1806,2849,LA,6,M,N,N,N,N,N,Y,N,N
1807,2850,BU,6,M,N,N,N,N,N,Y,N,N
1808,2851,AR,6,M,N,N,N,N,N,N,Y,N
1809,2852,LA,6,F,N,N,N,Y,N,N,N,N
1810,2853,BU,6,M,N,N,N,N,N,N,Y,N
1811,2854,AR,6,M,N,N,N,N,N,Y,N,N
1812,2855,LA,6,M,N,N,Y,N,N,N,N,N
1813,2856,LA,6,F,N,N,N,N,N,Y,N,N
1814,2857,EN,5,M,N,N,N,N,N,Y,N,N
1815,2858,LA,6,F,N,N,N,N,N,Y,N,N
1816,2859,AR,3,F,N,N,N,N,N,N,Y,N
1817,2860,EN,6,F,N,N,N,N,N,Y,N,N
1818,2861,LA,6,M,N,N,Y,N,N,N,N,N
1819,2862,LA,6,M,N,N,Y,N,N,N,N,N
1820,2863,AR,6,M,N,N,Y,N,N,N,N,N
1821,2864,LA,6,M,N,N,Y,N,N,N,N,N
1822,2866,LA,6,F,N,N,Y,N,N,N,N,N
1823,2867,BU,6,M,N,N,N,N,N,Y,N,N
1824,2868,BU,6,M,N,N,Y,N,N,N,N,N
1825,2869,EN,6,M,N,N,N,N,N,Y,N,N
1826,2870,LA,6,M,N,N,Y,N,N,N,N,N
1827,2871,LA,6,F,N,N,N,N,N,Y,N,N
1828,2872,LA,6,F,N,N,N,N,N,N,N,Y
1829,2873,LA,6,M,N,N,N,Y,N,N,N,N
1830,2874,LA,6,F,N,N,N,N,N,Y,N,N
1831,2875,AR,3,M,N,N,N,N,N,N,Y,N
1832,2876,EN,6,M,N,N,N,N,N,Y,N,N
1833,2877,AR,6,F,N,N,N,N,N,Y,N,N
1834,2879,LA,6,M,N,N,Y,N,N,N,N,N
1835,2880,LA,6,M,N,N,N,N,N,Y,N,N
1837,2882,EN,6,M,N,N,Y,N,N,N,N,N
1838,2883,BU,6,M,Y,N,N,N,N,Y,N,N
1839,2884,EN,6,M,N,N,Y,N,N,N,N,N
1840,2885,EN,6,M,N,N,Y,N,N,N,N,N
1841,2886,EN,6,M,N,N,N,N,N,Y,N,N
1842,2888,LA,6,F,N,N,Y,N,N,N,N,N
1843,2889,BU,6,F,N,N,N,Y,N,N,N,N
1844,2890,BU,6,M,N,N,N,N,N,N,N,Y
1846,2892,LA,6,F,N,N,N,N,N,Y,N,N
1847,2893,LA,6,F,N,N,N,N,N,Y,N,N
1848,2894,LA,6,F,N,N,N,N,N,Y,N,N
1849,2895,BU,6,M,N,N,N,N,N,Y,N,N
1850,2896,BU,6,M,N,N,N,N,N,Y,N,N
1851,2897,LA,6,F,N,N,Y,N,N,N,N,N
1852,2898,LA,6,F,N,N,N,Y,N,N,N,N
1853,2899,LA,6,M,N,N,N,Y,N,N,N,N
1854,2900,LA,6,F,N,N,N,Y,N,N,N,N
1855,2901,LA,6,M,N,N,N,N,N,Y,N,N
1856,2902,LA,6,F,N,N,N,Y,N,N,N,N
1857,2903,BU,6,F,N,N,Y,N,N,N,N,N
1858,2904,AR,6,M,N,N,N,N,N,Y,N,N
1859,2905,LA,6,M,N,N,N,N,N,Y,N,N
1860,2906,BU,6,M,N,N,N,N,N,Y,N,N
1861,2907,LA,6,M,N,N,N,Y,N,N,N,N
1862,2908,LA,6,M,N,N,N,N,N,N,Y,N
1863,2909,EN,6,M,N,N,N,N,N,Y,N,N
1864,2910,EN,6,F,N,N,N,N,N,N,Y,N
1865,2911,LA,6,M,N,N,N,Y,N,N,N,N
1866,2912,AR,6,M,N,N,N,Y,N,N,N,N
1867,2913,LA,6,M,N,N,N,N,N,Y,N,N
1868,2914,LA,6,M,N,N,N,Y,N,N,N,N
1869,2915,LA,6,F,N,N,N,Y,N,N,N,N
1870,2916,AR,6,F,N,N,N,N,N,Y,N,N
1871,2917,LA,6,F,N,N,N,Y,N,N,N,N
1872,2918,BU,6,M,N,N,N,N,N,Y,N,N
1873,2919,LA,6,M,N,N,Y,N,N,Y,N,N
1874,2920,LA,6,M,N,N,Y,N,N,N,N,N
1875,2921,LA,6,F,N,N,N,N,N,Y,N,N
1876,2922,LA,6,M,N,N,N,N,N,Y,N,N
1877,2923,LA,6,F,N,Y,N,N,N,Y,N,N
1878,2924,EN,6,M,N,N,Y,N,N,N,N,N
1879,2925,LA,6,M,Y,N,N,N,N,Y,N,N
1880,2926,LA,6,M,N,N,Y,N,N,Y,N,N
1881,2927,LA,6,F,N,N,N,N,N,Y,N,N
1882,2928,EN,6,M,N,N,N,N,N,Y,N,N
1883,2930,EN,6,F,N,N,N,N,N,N,N,Y
1884,2931,LA,6,F,N,N,N,Y,N,N,N,N
1885,2932,LA,6,M,N,N,N,N,N,Y,N,N
1886,2933,LA,6,M,N,N,N,Y,N,N,N,N
1887,2934,BU,6,M,N,N,N,N,N,Y,N,N
1888,2935,BU,6,M,N,N,N,N,N,Y,N,N
1890,2937,SI,6,M,N,N,Y,N,N,N,N,N
1891,2938,AR,6,F,N,N,N,N,N,Y,N,N
1892,2939,BU,6,M,N,N,N,N,N,N,Y,N
1893,2940,EN,6,M,N,N,N,N,N,Y,N,N
1894,2941,SI,6,M,N,N,N,N,N,N,Y,N
1895,2942,GA,5,F,,,,,,Y,,
1896,2947,LA,6,M,Y,N,N,N,N,N,N,N
1897,2948,UC,6,M,N,N,N,N,N,Y,N,N
1898,2949,LA,6,M,N,N,N,N,N,Y,N,N
1899,2950,LA,6,M,N,N,N,N,N,Y,N,N
1900,2951,LA,6,M,N,N,Y,N,N,Y,N,N
1901,2952,LA,6,F,N,N,N,N,N,Y,N,N
1902,2953,FA,6,F,N,N,N,N,N,Y,N,N
1903,2954,BU,6,F,N,N,Y,N,N,N,N,N
1904,2955,BU,6,F,N,N,N,N,N,Y,N,N
1905,2956,LA,6,M,N,N,N,N,N,Y,N,N
1906,2957,LA,6,F,N,N,Y,N,N,N,N,N
1907,2958,LA,6,F,N,N,N,N,N,Y,N,N
1909,2960,LA,6,M,N,N,N,N,N,Y,N,N
1910,2961,LA,6,F,N,N,N,N,N,Y,N,N
1911,2962,AR,6,F,N,N,N,N,N,N,N,Y
1912,2963,LA,6,M,N,N,N,N,N,Y,N,N
1913,2964,LA,6,F,N,N,Y,N,N,N,N,N
1914,2965,LA,6,F,N,N,N,N,N,Y,N,N
1915,2966,LW,5,F,,,Y,,,,Y,
1916,2967,GR,5,F,,,,,,,Y,Y
1917,2968,GR,5,F,,,,,,Y,,
1918,2969,GL,1,F,,,Y,,,,Y,
1919,2970,GR,6,F,,,,Y,,,,
1920,2971,LW,5,F,N,N,N,N,N,Y,N,N
1921,2973,GR,5,F,,,Y,,,,Y,
1922,2975,GR,5,M,N,N,N,N,N,Y,Y,N
1923,2976,LW,5,F,,,,,,Y,,
1924,2977,GR,6,M,,,Y,,,,Y,
1925,2978,GR,6,M,,,,,,,Y,Y
1926,2982,UG,2,F,,,,,,Y,,
1927,2983,GR,5,M,,,,,,,,Y
1928,2984,GR,5,M,,,,,,Y,,
1929,2988,LA,6,M,N,N,N,N,N,Y,N,N
1930,2990,GR,5,M,,,,,,,Y,
1931,2992,GR,6,F,,,,,,Y,,
1932,2993,GR,5,M,,,Y,,,Y,Y,
1933,2994,GR,5,M,N,N,N,N,N,Y,N,N
1934,2995,GR,3,F,N,N,Y,N,N,N,,N
1935,2996,UG,2,F,,,,,,Y,,
1936,2997,GM,1,M,N,N,N,Y,N,N,N,N
1937,2999,GR,5,M,,,,,,Y,,
1938,3000,GR,5,M,,,,,,Y,,
1939,3003,GR,5,M,,,,,,Y,,
1940,3004,GR,5,M,N,N,N,N,N,N,Y,Y
1941,3006,GR,5,F,,,,,,Y,,
1942,3008,GR,4,F,N,N,Y,N,N,N,Y,N
1943,3009,GR,6,M,,,,,,Y,,
1944,3012,GA,6,M,,,,,,Y,,
1945,3013,GR,5,F,,,,,,Y,,
1946,3014,GR,5,F,N,N,N,N,N,Y,N,N
1947,3015,UG,0,M,,,,,,Y,,
1948,3016,GR,5,F,,,,,,Y,,
1949,3018,GR,5,M,,,Y,,,,,
1950,3021,LA,6,F,N,N,N,N,N,N,N,Y
1951,3022,GA,6,M,,,,,,Y,,
1952,3023,GR,5,M,N,N,Y,N,N,N,Y,N
1953,3024,GR,5,F,,,,,,Y,,
1954,3027,GB,5,F,,,,Y,,,,
1955,3031,GR,5,M,,,,,,Y,,
1956,3032,GR,4,F,,,,,,Y,,
1957,3034,PM,2,M,,,,,,Y,,
1958,3038,GR,6,F,,,,,,,Y,Y
1959,3039,GR,4,F,,,,,,,Y,Y
1960,3042,GR,5,F,N,N,Y,N,N,N,Y,N
1961,3043,GR,5,M,,,,,,,Y,Y
1962,3050,GR,5,M,N,N,N,N,N,Y,N,N
1963,3051,LA,6,M,N,N,N,N,N,Y,N,N
1964,3053,LA,6,F,N,N,N,N,N,Y,N,N
1965,3055,LA,6,M,N,N,N,N,N,Y,N,N
1966,3056,LA,6,F,N,N,Y,N,N,N,N,N
1967,3057,LA,6,F,N,N,Y,N,N,N,N,N
1968,3058,LA,6,M,Y,N,Y,N,N,Y,N,N
1969,3059,GR,5,M,,,,,,Y,,
1970,3060,LA,6,F,N,N,N,N,N,Y,N,N
1971,3062,LA,6,F,N,N,N,N,N,Y,N,N
1972,3063,LA,6,F,N,N,N,N,N,N,N,Y
1973,3064,LA,6,F,N,N,Y,N,N,Y,N,N
1974,3065,LA,6,F,N,N,N,N,N,Y,N,N
1975,3066,GA,2,F,N,N,N,N,N,Y,N,N
1976,3069,FA,6,F,N,N,N,N,N,N,N,Y
1977,3070,LA,6,F,N,N,N,N,N,Y,N,N
1978,3072,BU,6,M,N,N,N,N,N,Y,N,N
1979,3073,BU,6,F,N,N,N,N,N,Y,N,N
1980,3074,AR,6,F,N,N,N,N,N,N,N,Y
1981,3075,LA,6,M,N,N,Y,N,N,N,N,N
1982,3077,LA,6,M,N,N,N,N,N,Y,N,N
1983,3078,BU,6,F,N,N,N,N,N,Y,N,N
1984,3081,LA,6,M,N,N,N,N,N,N,N,Y
1985,3086,GB,6,M,,,Y,,,,Y,
1986,3087,GR,5,M,,,,,,Y,,
1987,3090,GR,6,M,,,,,,Y,,
1988,3091,LA,6,F,,,,,,Y,,
1989,3092,AR,6,F,N,N,N,N,N,Y,N,N
1990,3093,GB,2,F,N,N,N,N,N,N,Y,N
