,newid,PrimeDiv,StdtLevel,sex,hispanic,Nativeam,Asian,black,NHPacific,white,nralien,nr
9731,13670,BU,1,F,N,N,Y,N,N,N,N,N
9732,13671,LA,1,F,N,N,N,N,N,Y,N,N
9733,13672,LA,2,M,N,N,Y,N,N,Y,N,N
9734,13673,LA,2,F,N,N,N,N,N,Y,N,N
9735,13674,LA,0,F,N,N,N,Y,N,N,N,N
9736,13675,LA,2,F,N,N,Y,N,N,N,N,N
9737,13676,FA,1,F,N,N,Y,N,N,N,Y,N
9738,13677,LA,1,F,N,N,Y,N,N,N,Y,N
9739,13678,LA,1,F,N,N,N,N,N,Y,N,N
9740,13679,LA,0,M,N,N,N,N,N,Y,N,N
9741,13680,BU,2,M,N,N,Y,N,N,N,N,N
9742,13681,LA,1,F,N,N,N,N,N,Y,N,N
9743,13682,LA,1,M,Y,N,N,N,N,Y,N,N
9744,13683,LA,1,M,N,N,Y,N,N,N,N,N
9745,13684,LA,1,M,N,N,N,N,N,Y,N,N
9746,13685,LA,1,F,N,N,N,N,N,Y,N,N
9747,13686,BU,1,F,N,N,N,N,N,Y,N,N
9748,13687,LA,2,F,N,N,N,N,N,Y,N,N
9749,13688,BU,1,F,N,N,N,N,N,Y,N,N
9750,13689,LA,1,M,N,N,N,N,N,Y,N,N
9751,13690,LA,1,F,N,N,N,N,N,Y,N,N
9752,13691,LA,1,F,N,N,N,N,N,Y,N,N
9753,13692,LA,2,M,N,N,N,N,N,Y,N,N
9754,13693,LA,2,M,N,N,N,N,N,Y,N,N
9755,13694,LA,1,F,N,N,Y,N,N,Y,N,N
9756,13695,LA,1,M,N,N,N,Y,N,N,N,N
9757,13696,LA,1,F,N,N,N,N,N,Y,N,N
9758,13697,LA,2,F,N,N,N,N,N,Y,N,N
9759,13698,BU,1,F,N,N,N,N,N,Y,N,N
9760,13699,LA,2,F,N,N,Y,N,N,N,N,N
9761,13700,EN,2,M,N,N,Y,N,N,Y,N,N
9762,13701,EN,1,M,N,N,N,N,N,Y,N,N
9763,13702,LA,2,M,N,N,N,N,N,Y,N,N
9764,13703,LA,1,M,N,N,N,N,N,Y,N,N
9765,13704,BU,1,F,N,N,N,N,N,Y,N,N
9766,13705,LA,1,M,N,N,N,N,N,Y,N,N
9767,13706,EN,1,M,N,N,N,N,N,Y,N,N
9768,13707,LA,2,M,N,N,N,N,N,Y,N,N
9769,13708,LA,0,M,N,N,N,N,N,Y,N,N
9770,13709,EN,0,M,N,N,N,N,N,Y,N,N
9771,13710,LA,1,M,N,N,N,N,N,Y,N,N
9772,13711,LA,2,M,N,N,N,N,N,Y,N,N
9773,13712,EN,0,M,N,N,N,N,N,Y,N,N
9774,13713,LA,1,F,N,N,Y,N,N,N,Y,N
9775,13714,AR,1,F,Y,N,N,N,N,Y,N,N
9776,13715,LA,2,F,N,N,N,N,N,Y,N,N
9777,13716,LA,2,M,N,N,N,N,N,Y,N,N
9778,13717,EN,2,M,N,N,N,N,N,Y,N,N
9779,13718,LA,1,F,N,N,N,N,N,Y,N,N
9780,13719,LA,2,M,N,N,N,N,N,Y,N,N
9781,13720,LA,1,F,N,N,N,N,N,Y,N,N
9782,13721,LA,2,M,N,N,Y,N,N,N,N,N
9783,13722,LA,1,F,N,N,N,N,N,Y,N,N
9784,13723,EN,2,M,N,N,Y,N,N,N,N,N
9785,13724,LA,1,F,N,N,N,N,N,Y,N,N
9786,13725,LA,2,M,N,N,Y,N,N,N,Y,N
9787,13726,EN,2,M,N,N,Y,N,N,N,N,N
9788,13727,BU,1,F,Y,N,N,N,N,Y,N,N
9789,13728,LA,1,M,N,Y,N,N,N,Y,N,N
9790,13729,LA,1,M,N,N,N,Y,N,N,N,N
9791,13730,LA,0,F,N,Y,N,N,N,Y,N,N
9792,13731,EN,2,F,N,N,N,N,N,Y,N,N
9793,13732,LA,2,F,N,N,N,N,N,N,N,Y
9794,13733,LA,2,F,Y,N,N,N,N,Y,N,N
9795,13734,LA,1,M,N,N,Y,N,N,N,N,N
9796,13735,LA,2,F,N,N,N,N,N,Y,N,N
9797,13736,LA,1,F,N,N,N,N,N,Y,N,N
9798,13737,LA,2,M,N,N,Y,N,N,N,N,N
9799,13738,LA,1,F,Y,N,N,Y,N,N,N,N
9800,13739,LA,2,F,N,N,N,N,N,Y,N,N
9801,13740,LA,2,M,N,N,Y,N,N,N,N,N
9802,13741,EN,2,M,N,N,N,N,N,Y,N,N
9803,13742,LA,2,F,N,N,Y,N,N,N,N,N
9804,13743,FA,1,F,N,N,N,N,N,Y,N,N
9805,13744,EN,2,M,N,N,N,N,N,Y,N,N
9806,13745,EN,1,M,N,N,Y,N,N,N,N,N
9807,13746,LA,1,M,N,N,Y,N,N,N,N,N
9808,13747,LA,2,M,N,N,N,N,N,Y,N,N
9809,13748,BU,2,M,N,N,N,N,N,Y,N,N
9810,13749,LA,2,F,N,N,Y,N,N,N,N,N
9811,13750,EN,1,M,Y,N,N,N,N,N,N,N
9812,13751,LA,0,F,N,N,N,N,N,Y,N,N
9813,13752,LA,2,M,Y,N,N,N,N,N,N,N
9814,13753,LA,2,M,N,N,N,N,N,Y,N,N
9815,13754,LA,2,F,Y,N,N,N,N,Y,N,N
9816,13755,LA,1,F,N,N,N,N,N,Y,N,N
9817,13756,LA,2,F,Y,N,N,N,N,Y,N,N
9818,13757,AR,2,F,N,N,N,N,N,Y,N,N
9819,13758,LA,1,M,N,N,Y,N,N,N,N,N
9820,13759,LA,2,F,N,N,N,Y,N,N,N,N
9821,13760,LA,2,F,N,N,N,N,N,Y,N,N
9822,13761,EN,1,M,N,N,N,N,N,Y,N,N
9823,13762,LA,2,F,N,N,N,N,N,Y,N,N
9824,13763,BU,1,M,N,N,N,Y,N,Y,N,N
9825,13764,LA,1,F,N,N,N,N,N,N,N,Y
9826,13765,FA,2,F,N,N,N,N,N,Y,N,N
9827,13766,LA,2,F,N,N,Y,N,N,N,N,N
9828,13767,LA,2,F,N,N,Y,N,N,N,N,N
9829,13768,FA,0,F,N,N,N,N,N,Y,N,N
9830,13769,LA,2,F,N,N,N,N,N,Y,N,N
9831,13770,AR,1,M,N,N,N,N,N,Y,N,N
9832,13771,LA,1,F,N,N,N,N,N,Y,N,N
9833,13772,BU,1,F,N,N,N,Y,N,N,N,N
9834,13773,LA,1,F,Y,N,N,N,N,Y,N,N
9835,13774,EN,2,M,N,N,Y,N,N,N,N,N
9836,13775,LA,2,M,N,N,Y,N,N,N,N,N
9837,13776,LA,2,F,N,N,N,N,N,N,N,Y
9838,13777,LA,2,F,N,N,N,N,N,Y,N,N
9839,13778,FA,1,F,N,N,Y,N,N,N,N,N
9840,13779,LA,1,M,N,N,N,N,N,Y,N,N
9841,13780,LA,2,F,N,N,N,N,N,Y,N,N
9842,13781,BU,2,M,N,N,N,N,N,Y,N,N
9843,13782,LA,2,F,N,N,Y,N,N,N,N,N
9844,13783,LA,1,F,N,N,N,Y,N,N,N,N
9845,13784,BU,1,M,Y,N,N,N,N,Y,N,N
9846,13785,LA,1,F,N,N,N,N,N,Y,N,N
9847,13786,LA,1,F,N,N,N,Y,N,N,N,N
9848,13787,LA,2,M,N,N,N,N,N,Y,N,N
9849,13788,LA,1,F,N,N,N,Y,N,N,N,N
9850,13789,LA,1,M,N,N,N,N,N,Y,N,N
9851,13790,LA,1,M,Y,N,N,Y,N,N,N,N
9852,13791,EN,2,F,N,N,N,N,N,Y,N,N
9853,13792,LA,1,M,N,N,N,N,N,Y,N,N
9854,13793,LA,2,F,N,N,Y,N,N,N,N,N
9855,13794,BU,1,F,N,N,Y,N,N,N,N,N
9856,13795,BU,4,F,N,N,N,N,N,Y,N,N
9857,13796,LA,2,F,Y,N,N,N,N,Y,N,N
9858,13797,LA,1,F,N,N,N,Y,N,N,N,N
9859,13798,LA,4,F,N,N,Y,N,N,N,N,N
9860,13799,EN,1,F,N,N,N,Y,N,N,N,N
9861,13800,LA,2,F,N,N,N,Y,N,N,N,N
9863,13802,EN,1,M,N,N,Y,N,N,N,N,N
9864,13803,LA,1,F,N,N,N,Y,N,N,N,N
9865,13804,LA,1,F,N,N,N,Y,N,N,N,N
9866,13805,LA,1,F,N,N,N,Y,N,N,N,N
9867,13806,LA,1,M,N,N,N,Y,N,N,,N
9868,13807,LA,3,F,N,N,Y,N,N,N,N,N
9869,13808,LA,3,F,N,N,Y,N,N,N,Y,N
9870,13809,LA,3,F,N,N,Y,N,N,N,Y,N
9871,13810,BU,1,M,N,N,N,N,N,Y,N,N
9872,13811,EN,2,M,N,N,Y,N,N,N,Y,N
9873,13812,LA,4,M,N,Y,Y,N,N,Y,N,N
9874,13813,LA,3,F,N,N,N,N,N,Y,N,N
9875,13814,LA,5,F,N,N,Y,N,N,N,N,N
9876,13815,LA,2,M,N,N,N,N,N,Y,N,N
9877,13816,GL,1,M,,,,,,,Y,
9878,13817,GL,1,F,,,,,,,Y,
9879,13818,GN,1,M,,,Y,,,,Y,
9881,13826,GM,1,M,,,,,,,Y,
9882,13827,GL,1,M,,,,,,,Y,
9883,13828,LW,1,F,N,N,Y,N,N,N,Y,N
9884,13829,SW,3,M,,,,,,Y,,
9885,13833,GH,1,M,,,,,,Y,,
9886,13905,LW,1,F,N,N,Y,N,N,N,Y,N
9887,13908,GB,1,M,,,Y,,,,Y,
9888,13909,GB,1,M,,,Y,,,,Y,
9889,13910,GM,1,M,,,,,,,Y,
9890,13911,GM,1,M,,,,,,,Y,
9891,13912,GM,1,F,,,,,,,Y,
9892,13916,GM,1,M,,,,,,,Y,
9893,13919,GB,1,M,,,Y,,,,Y,
9894,13920,GR,0,M,N,N,Y,N,N,N,Y,N
9895,13921,GB,2,M,,,Y,,,,Y,
9896,13923,GB,1,F,,,Y,,,,Y,
9897,13924,GB,1,F,,,Y,,,,Y,
9898,13925,GM,1,F,,,,,,,Y,
9899,14027,GM,1,M,,,,,,,Y,
9900,14028,GM,1,F,,,Y,,,,Y,
9901,14029,GM,1,M,,,,,,,Y,
9902,14030,EN,4,M,N,N,Y,N,N,N,Y,N
9903,14031,LA,4,M,N,N,Y,N,N,N,N,N
9904,14032,LA,4,M,N,N,N,N,N,Y,N,N
9905,14033,LA,5,F,N,N,Y,N,N,N,Y,N
9906,14034,GB,2,F,,,,,,,Y,
9907,14035,GB,1,F,,,Y,,,,Y,
9908,14036,GB,1,F,,,Y,,,,Y,
9909,14037,GB,1,M,,,Y,,,,Y,
9910,14038,GM,1,F,,,,,,,Y,
9911,14040,GB,2,F,,,Y,,,,Y,
9912,14041,LW,1,F,N,N,N,Y,N,N,N,N
9913,14044,GB,1,M,,,Y,,,,Y,
9914,14045,GR,1,M,N,N,Y,N,N,N,Y,N
9915,14046,GB,1,F,,,Y,,,,Y,
9916,14047,GR,0,F,N,N,Y,N,N,N,Y,N
9917,14048,GL,1,F,,,Y,,,,Y,
9918,14049,GB,2,F,,,Y,,,,Y,
9919,14051,GM,1,M,,,,,,,Y,
9920,14052,GM,1,M,,,,,,,Y,
9921,14053,GB,2,F,,,Y,,,,Y,
9922,14054,GR,1,M,N,N,Y,N,N,N,Y,N
9923,14055,GR,0,F,N,N,Y,N,N,N,Y,N
9924,14056,GB,2,M,,,Y,,,,Y,
9925,14057,GB,2,F,,,Y,,,,Y,
9926,14058,GM,1,M,,,,,,,Y,
9927,14059,GR,1,M,N,N,Y,N,N,N,N,N
9928,14061,GB,1,F,,,Y,,,,Y,
9929,14062,GR,0,M,N,N,Y,N,N,N,Y,N
9930,14063,GM,1,M,,,,,,,Y,
9931,14064,GB,2,F,,,Y,,,,Y,
9932,14065,LW,1,M,N,N,Y,N,N,N,Y,N
9933,14066,GB,2,F,,,Y,,,,Y,
9934,14067,LW,1,F,N,N,Y,N,N,N,Y,N
9935,14068,LW,1,F,N,N,N,N,N,Y,N,N
9936,14069,GL,1,F,,,,,,,Y,
9937,14070,GR,0,F,N,N,Y,N,N,N,Y,N
9939,14072,LW,3,M,N,N,Y,N,N,N,N,N
9940,14073,GB,1,F,,,Y,,,,Y,
9941,14074,GB,1,F,,,Y,,,,Y,
9942,14075,GB,2,M,,,Y,,,,Y,
9943,14076,LW,0,F,,,,,,,Y,
9944,14077,GB,0,M,,,Y,,,,Y,
9945,14080,GB,1,F,,,Y,,,,Y,
9946,14082,GB,2,M,,,Y,,,,Y,
9947,14083,GB,1,M,,,,,,Y,Y,
9948,14084,GM,1,F,,,,,,,Y,
9949,14085,GB,1,M,,,Y,,,,Y,
9950,14086,GR,0,M,Y,N,N,N,N,Y,Y,N
9951,14087,GL,1,F,,,,,,,Y,
9952,14088,GB,1,M,,,Y,,,,Y,
9953,14089,GH,2,F,N,N,Y,N,N,N,Y,
9954,14090,LW,1,M,N,N,N,Y,N,N,N,N
9955,14091,GB,1,F,,,Y,,,,Y,
9956,14092,GA,1,M,,,Y,,,,Y,
9957,14106,GB,1,F,,,,,,,Y,
9959,14108,GM,1,M,,,,,,,Y,
9960,14109,GA,1,F,,,Y,,,,Y,
9961,14110,GB,1,F,,,Y,,,,Y,
9962,14114,GB,2,F,,,Y,,,,Y,
9963,14116,GN,1,F,,,Y,,,,Y,
9964,14117,GR,0,M,N,N,N,N,N,Y,Y,N
9965,14118,GM,1,M,,,,,,,Y,
9966,14119,SW,3,F,N,N,Y,N,N,N,Y,
9967,14120,GB,1,M,,,,,,Y,,
9968,14121,GA,1,M,,,Y,,,,Y,
9969,14124,LW,1,F,,,,,,Y,,
9970,14125,GB,1,F,,,Y,,,,Y,
9971,14126,GB,1,F,,,Y,,,,Y,
9972,14127,GB,1,F,,,Y,,,,Y,
9973,14128,GA,1,M,,,Y,,,,Y,
9975,14130,GR,0,M,N,N,Y,N,N,N,Y,N
9976,14131,SW,4,F,N,N,Y,N,N,N,Y,
9977,14132,GR,0,M,N,N,N,N,N,N,Y,N
9978,14133,GB,2,F,,,Y,,,,Y,
9979,14134,GA,1,M,,,Y,,,,Y,
9980,14135,SI,1,M,,,Y,,,,Y,
9981,14136,GR,0,M,N,N,Y,N,N,N,Y,N
9982,14137,GA,1,M,,,,,,,Y,Y
9983,14139,GA,1,M,,,Y,,,,Y,
9984,14140,GA,1,M,,,Y,,,,Y,
9985,14141,LA,1,M,N,N,N,N,N,Y,N,N
9986,14142,LW,1,M,N,N,Y,N,N,N,Y,N
9987,14143,GA,2,M,,,Y,,,,Y,
9988,14144,GB,1,F,,,Y,,,,,
9989,14145,GL,1,M,,,,,,,Y,
9990,14147,GA,1,M,,,Y,,,,Y,
9991,14148,GB,2,M,,,Y,,,,Y,
9992,14150,TG,1,M,,,Y,,,,Y,
9993,14151,SW,1,M,N,N,Y,N,N,N,Y,
9994,14152,SW,2,F,N,N,Y,N,N,N,Y,
9995,14154,SI,1,M,,,Y,,,,Y,
9996,14155,SI,1,M,,,Y,,,,Y,
9997,14156,GR,1,F,N,N,Y,N,N,N,Y,N
9998,14158,GA,1,M,,,Y,,,,Y,
9999,14159,GB,2,F,,,Y,,,,Y,
10000,14160,GR,0,M,N,N,Y,N,N,N,Y,N
10001,14161,GR,0,M,N,N,N,N,N,N,Y,Y
10002,14162,GB,1,F,,,Y,,,,Y,
10003,14163,GB,1,M,,,,,,Y,,
10004,14164,SI,1,M,,,,,,,Y,Y
10005,14165,GB,1,M,,,Y,,,,Y,
10006,14167,GR,1,M,N,N,N,N,N,N,Y,Y
10007,14168,GR,2,M,N,N,N,N,N,N,Y,N
10008,14169,GL,1,F,,,Y,,,,Y,
10009,14171,GB,2,F,,,Y,,,,Y,
10010,14172,GR,0,M,N,N,Y,N,N,N,Y,N
10011,14173,GL,1,M,,,,,,,Y,
10012,14175,GM,1,M,,,,,,,Y,
10013,14176,GA,1,F,,,Y,,,,Y,
10014,14177,GL,1,F,,,,,,,Y,
10015,14178,GL,1,F,,,Y,,,,Y,
10016,14179,GM,1,F,N,N,N,N,N,Y,N,N
10017,14180,GM,1,F,,,,,,,Y,
10018,14181,GM,1,M,,,,,,,Y,
10019,14182,GR,1,F,N,N,N,N,N,N,Y,Y
10020,14183,GR,0,M,N,N,N,N,N,Y,Y,N
10021,14184,GM,1,M,,,,,,,Y,
10022,14185,LW,1,M,N,N,Y,N,N,N,Y,N
10023,14186,GA,1,M,,,Y,,,,Y,
10024,14187,GM,1,F,,,,,,,Y,
10025,14188,GL,1,F,,,,,,,Y,
10026,14189,SI,2,M,,,Y,,,,Y,
10027,14190,LW,1,M,,,,,,,Y,
10028,14191,SW,3,F,N,N,Y,N,N,N,Y,
10029,14193,GM,1,M,,,,,,,Y,
10030,14231,SI,1,M,,,Y,,,,Y,
10031,14232,GR,0,F,N,N,Y,N,N,N,Y,N
10032,14234,GR,0,M,N,N,Y,N,N,N,Y,N
10033,14235,GR,1,F,N,N,Y,N,N,N,Y,N
10034,14236,SI,2,M,,,Y,,,,Y,
10035,14237,GM,1,M,,,,Y,,,,
10036,14238,GM,1,M,,,,,,Y,,
10038,14240,SW,2,F,N,N,Y,N,N,N,Y,
10039,14241,SI,1,M,,,Y,,,,Y,
10040,14242,GA,1,M,,,Y,,,,Y,
10042,14244,GR,0,M,N,N,Y,N,N,N,Y,N
10043,14245,GL,1,F,,,,,,,Y,
10044,14246,GL,1,F,,,,,,,Y,
10045,14247,GL,1,F,,,,,,,Y,
10046,14248,SW,2,F,N,N,Y,N,N,N,Y,
10047,14250,GA,1,M,,,Y,,,,Y,
10048,14251,GL,1,M,,,,,,,Y,
10049,14252,GL,1,F,,,,,,,Y,
10050,14253,GR,1,F,N,N,N,N,N,N,Y,N
10051,14254,SW,2,F,,,,,,,,Y
10052,14255,LW,1,M,N,N,Y,N,N,N,Y,N
10053,14256,GR,0,F,N,N,N,N,N,Y,Y,N
10054,14257,GL,1,F,,,,,,,Y,
10055,14258,GL,1,F,Y,,,,,,Y,
10056,14259,GL,1,F,,,,,,,Y,
10057,14260,LW,0,M,,,,,,,Y,
10058,14261,SI,1,F,,,Y,,,,Y,
10059,14262,GL,1,F,,,Y,,,,Y,
10060,14264,GA,1,F,,,Y,,,,Y,
10061,14265,GL,1,F,,,,,,,Y,
10062,14266,SW,3,F,N,N,Y,N,N,N,Y,
10063,14267,GL,1,F,,,Y,,,,Y,
10064,14269,GR,0,M,N,N,N,N,N,N,Y,N
10065,14270,GL,1,F,,,Y,,,,Y,
10066,14271,SI,1,M,,,Y,,,,Y,
10067,14272,GM,1,M,,,,,,,Y,
10068,14273,LW,0,F,,,,,,,Y,
10069,14274,GA,1,M,,,Y,,,,Y,
10070,14275,SI,1,M,,,Y,,,,Y,
10071,14276,GB,1,F,,,,,,Y,,
10072,14278,LW,1,F,N,N,N,N,N,Y,N,N
10073,14279,GH,0,F,,,,,,Y,,
10074,14280,GR,1,M,N,N,N,N,N,N,Y,Y
10075,14281,GM,1,M,,,,,,Y,,
10076,14282,GL,1,F,,,,,,,Y,
10077,14283,GL,1,F,,,,,,,Y,
10078,14284,LW,1,M,N,N,Y,N,N,N,Y,N
10080,14286,GB,2,F,,,Y,,,,Y,
10081,14287,GR,0,M,N,N,Y,N,N,N,Y,N
10082,14288,GR,0,M,N,N,Y,N,N,N,Y,N
10083,14289,GR,0,M,N,N,Y,N,N,N,Y,N
10084,14291,SI,1,M,,,Y,,,,Y,
10085,14292,GR,0,F,N,N,N,N,N,Y,Y,N
10086,14293,GR,0,F,N,N,N,N,N,Y,Y,N
10087,14294,GB,0,M,,,,,,Y,,
10088,14295,GA,1,F,,,Y,,,,Y,
10089,14296,GR,0,M,N,N,N,N,N,N,Y,N
10090,14297,SW,1,F,N,N,Y,N,N,N,Y,
10091,14298,GA,2,M,,,Y,,,,Y,
10092,14299,GB,1,M,,,Y,,,,Y,
10093,14300,TG,0,M,,,,,,Y,,
10094,14301,SI,2,M,,,Y,,,,Y,
10095,14302,GB,1,F,,,Y,,,,Y,
10096,14303,LW,1,M,N,N,Y,N,N,N,N,N
10097,14304,LW,1,M,N,N,N,N,N,Y,N,N
10099,14306,GR,1,M,N,N,Y,N,N,N,Y,N
10100,14307,GR,0,M,N,N,N,N,N,N,Y,N
10101,14308,GR,0,F,N,N,N,N,N,N,Y,N
10102,14309,GR,0,F,N,N,N,N,N,N,Y,N
10103,14310,GR,0,M,N,N,N,N,N,N,Y,N
10105,14312,LW,1,M,N,N,Y,N,N,Y,N,N
10106,14313,SW,1,F,N,N,N,N,N,Y,,
10107,14314,GB,1,F,,,Y,,,,Y,
10108,14315,TG,1,F,,,Y,,,,Y,
10109,14316,LW,1,M,N,N,N,N,N,N,,Y
10110,14317,SI,1,M,,,Y,,,,Y,
10111,14318,SI,1,M,,,Y,,,,Y,
10112,14319,SI,1,M,,,Y,,,,Y,
10113,14320,GR,0,M,N,N,N,N,N,Y,N,N
10114,14321,GA,1,F,,,Y,,,,Y,
10115,14322,SW,1,F,N,N,Y,N,N,N,Y,
10116,14323,GH,1,F,N,N,Y,N,N,N,Y,
10117,14324,GR,0,M,N,N,Y,N,N,N,Y,N
10118,14325,SW,1,F,N,N,Y,N,N,N,Y,
10119,14326,SW,3,F,N,N,Y,N,N,N,Y,
10120,14327,GR,1,F,N,N,N,N,N,N,Y,N
10121,14328,GA,1,F,,,Y,,,,Y,
10122,14329,LW,1,M,N,N,Y,N,N,N,Y,N
10123,14330,GR,0,F,N,N,N,N,N,N,Y,N
10124,14331,GA,1,F,,,Y,,,,Y,
10125,14332,GR,1,M,Y,Y,N,N,N,N,N,N
10126,14333,GR,0,M,N,N,N,N,N,N,Y,N
10127,14334,GR,0,M,N,N,N,N,N,N,Y,N
10128,14335,SI,1,M,,,Y,,,,Y,
10129,14336,SI,1,M,,,Y,,,,Y,
10130,14337,GA,1,M,,,Y,,,,Y,
10131,14338,GR,1,M,N,N,N,Y,N,N,N,N
10132,14339,SW,2,F,N,N,Y,N,N,N,Y,
10133,14340,GA,1,M,,,Y,,,,Y,
10134,14341,GA,1,F,,,,,,,Y,
10135,14342,GR,1,M,N,N,N,N,N,Y,N,N
10136,14343,GR,2,M,N,N,Y,N,N,N,Y,N
10137,14344,SI,1,M,,,Y,,,,Y,
10138,14345,TG,1,M,,,Y,,,,Y,
10139,14346,GR,0,M,Y,N,N,N,N,N,Y,Y
10140,14347,SI,1,M,,,Y,,,,Y,
10141,14348,SW,1,F,N,N,Y,N,N,N,Y,
10142,14349,GA,2,F,,,,Y,,,N,
10143,14350,GR,0,M,N,N,N,N,N,Y,Y,N
10144,14351,GR,1,F,N,N,Y,N,N,N,Y,N
10145,14352,TG,1,M,,,Y,,,,Y,
10146,14353,SI,1,M,,,Y,,,,Y,
10148,14355,LA,1,F,,,,,,Y,Y,
10149,14356,EN,6,M,N,N,N,N,N,Y,N,N
10150,14357,EN,6,M,N,N,Y,N,N,N,Y,N
10151,14358,EN,6,M,N,N,N,N,N,Y,N,N
10152,14359,EN,6,F,N,N,N,N,N,Y,N,N
10153,14360,EN,6,M,N,N,N,N,N,Y,N,N
10154,14361,EN,6,M,N,N,N,Y,N,N,N,N
10155,14362,EN,6,M,N,N,N,N,N,Y,N,N
10157,14364,BU,0,F,,,Y,,,,Y,
10158,14365,LA,4,M,N,N,N,N,N,Y,N,N
10159,14366,LA,5,M,N,N,N,N,N,Y,N,N
10162,14369,LA,0,M,,,,,,Y,Y,
10164,14371,LA,1,F,,,,,,Y,Y,
10165,14372,LA,1,M,,,,,,Y,Y,
10166,14373,EN,6,M,N,N,Y,N,N,N,Y,N
10167,14374,EN,6,M,N,N,Y,N,N,N,Y,N
10168,14375,LA,1,M,,,,,,Y,Y,
10169,14376,LA,1,F,,,,,,Y,Y,
10171,14378,LA,0,F,,,,Y,,Y,Y,
10172,14379,EN,6,M,N,N,Y,N,N,N,Y,N
10173,14380,EN,6,M,N,Y,N,Y,N,Y,N,N
10174,14381,LA,4,F,N,N,N,Y,N,N,N,N
10175,14382,EN,6,F,N,N,N,N,N,Y,N,N
10176,14383,EN,6,M,N,N,N,N,N,Y,N,N
10177,14384,EN,6,F,N,N,N,N,N,Y,N,N
10178,14385,EN,6,M,N,N,N,N,N,Y,N,N
10179,14386,EN,6,M,N,N,N,N,N,Y,N,N
10180,14387,LA,4,F,N,N,N,N,N,Y,N,N
10181,14388,BU,0,M,,,,,,Y,Y,
10182,14389,EN,6,M,N,N,N,N,N,Y,N,N
10183,14390,EN,6,F,N,N,Y,N,N,N,Y,N
10184,14391,BU,0,M,,,,,,Y,Y,
10185,14392,LA,0,F,,,,,,Y,Y,
10186,14393,EN,6,M,N,N,N,N,N,Y,N,N
10187,14394,EN,6,M,N,N,N,N,N,Y,N,N
10188,14395,EN,6,M,Y,N,N,N,N,N,N,N
10189,14396,EN,6,F,N,N,N,N,N,Y,N,N
10190,14397,EN,6,M,N,N,N,N,N,Y,N,N
10193,14400,EN,0,M,,,,,,Y,Y,
10194,14401,EN,6,M,N,N,N,N,N,Y,N,N
10195,14402,EN,6,F,N,N,Y,N,N,N,Y,N
10196,14403,EN,6,M,N,N,N,N,N,Y,N,N
10197,14404,EN,6,M,N,N,N,N,N,Y,N,N
10198,14405,EN,6,M,N,N,N,N,N,Y,N,N
10199,14406,EN,6,M,N,N,Y,N,N,Y,N,N
10200,14407,EN,6,F,N,N,N,N,N,Y,N,N
10201,14408,EN,6,M,Y,N,N,N,N,N,Y,N
10202,14409,EN,6,M,N,N,N,N,N,Y,N,N
10203,14410,EN,6,M,N,N,N,N,N,Y,N,N
10204,14411,BU,0,F,,,,,,,Y,Y
10205,14412,BU,0,M,,,Y,,,,Y,
10206,14413,EN,6,F,N,N,N,N,N,Y,N,N
10207,14414,EN,6,M,N,N,Y,N,N,N,Y,N
10208,14415,EN,6,M,N,N,N,N,N,Y,N,N
10209,14416,EN,6,M,N,N,N,N,N,Y,N,N
10210,14417,EN,6,M,N,N,Y,N,N,N,N,N
10211,14418,EN,6,M,N,N,N,N,N,Y,N,N
10212,14419,EN,6,F,N,N,N,N,N,Y,N,N
10213,14420,EN,6,M,N,N,Y,N,N,N,N,N
10214,14421,EN,6,M,N,N,N,N,N,Y,N,N
10215,14422,EN,6,M,N,N,N,N,N,Y,N,N
10216,14423,EN,6,M,N,N,N,N,N,N,Y,N
10217,14424,EN,6,M,N,N,N,Y,N,Y,N,N
10218,14425,EN,6,M,N,N,N,N,N,Y,N,N
10219,14426,EN,6,F,Y,N,N,N,N,N,Y,N
10220,14427,EN,6,M,N,N,N,N,N,Y,N,N
10221,14428,EN,6,M,N,N,N,N,N,N,Y,N
10222,14429,EN,6,M,N,N,N,N,N,Y,N,N
10223,14430,EN,6,M,N,N,Y,N,N,Y,N,N
10224,14431,EN,6,M,N,N,Y,N,N,N,Y,N
10225,14432,EN,6,M,N,N,N,N,N,N,Y,N
10226,14433,EN,6,M,N,N,N,N,N,Y,N,N
10227,14434,EN,6,F,N,N,N,N,N,Y,N,N
10228,14435,EN,6,F,N,N,Y,N,N,N,Y,N
10229,14436,BU,5,M,N,N,Y,N,N,N,N,N
10230,14437,EN,6,F,N,N,N,N,N,Y,N,N
10231,14438,LA,2,M,N,N,Y,N,N,N,Y,N
10232,14439,BU,2,F,N,N,Y,N,N,N,Y,N
10233,14440,AR,0,M,,,Y,,,,Y,
10236,14443,BU,0,F,,,Y,,,,Y,
10237,14444,BU,0,F,,,Y,,,,Y,
10238,14445,BU,0,F,,,,,,,Y,Y
10240,14447,LA,1,M,,,,,,Y,Y,
10241,14448,LA,0,F,,,,,,Y,Y,
10242,14449,LA,0,M,,,,,,Y,Y,
10243,14450,BU,3,F,N,N,N,N,N,Y,N,N
10244,14451,EN,6,F,N,N,Y,N,N,N,Y,N
10245,14452,FA,3,F,N,N,N,N,N,Y,N,N
10246,14453,LA,3,M,N,N,N,N,N,Y,N,N
10247,14454,GA,1,M,,,Y,,,,Y,
10248,14455,EN,6,M,N,N,N,Y,N,N,Y,N
